datetime_beginning_utc,datetime_beginning_ept,nerc_region,mkt_region,zone,load_area,mw,is_verified
11/1/2022 4:00:00 AM,11/1/2022 12:00:00 AM,RFC,MIDATL,AE,AECO,774.812,False
11/1/2022 4:00:00 AM,11/1/2022 12:00:00 AM,RFC,WEST,AEP,AEPAPT,3358.750,True
11/1/2022 4:00:00 AM,11/1/2022 12:00:00 AM,RFC,WEST,AEP,AEPIMP,2565.373,True
11/1/2022 4:00:00 AM,11/1/2022 12:00:00 AM,RFC,WEST,AEP,AEPKPT,507.208,True
11/1/2022 4:00:00 AM,11/1/2022 12:00:00 AM,RFC,WEST,AEP,AEPOPT,5074.959,True
11/1/2022 4:00:00 AM,11/1/2022 12:00:00 AM,RFC,WEST,AP,AP,4432.349,True
11/1/2022 4:00:00 AM,11/1/2022 12:00:00 AM,RFC,MIDATL,BC,BC,2492.796,True
11/1/2022 4:00:00 AM,11/1/2022 12:00:00 AM,RFC,WEST,CE,CE,8441.272,True
11/1/2022 4:00:00 AM,11/1/2022 12:00:00 AM,RFC,WEST,DAY,DAY,1526.000,False
11/1/2022 4:00:00 AM,11/1/2022 12:00:00 AM,RFC,WEST,DEOK,DEOK,2206.290,True
11/1/2022 4:00:00 AM,11/1/2022 12:00:00 AM,SERC,SOUTH,DOM,DOM,9967.084,True
11/1/2022 4:00:00 AM,11/1/2022 12:00:00 AM,RFC,MIDATL,DPL,DPLCO,1431.270,False
11/1/2022 4:00:00 AM,11/1/2022 12:00:00 AM,RFC,WEST,DUQ,DUQ,1167.003,False
11/1/2022 4:00:00 AM,11/1/2022 12:00:00 AM,RFC,MIDATL,DPL,EASTON,18.053,True
11/1/2022 4:00:00 AM,11/1/2022 12:00:00 AM,SERC,WEST,EKPC,EKPC,999.400,True
11/1/2022 4:00:00 AM,11/1/2022 12:00:00 AM,RFC,MIDATL,JC,JC,1809.888,True
11/1/2022 4:00:00 AM,11/1/2022 12:00:00 AM,RFC,MIDATL,ME,ME,1380.426,True
11/1/2022 4:00:00 AM,11/1/2022 12:00:00 AM,RFC,WEST,ATSI,OE,5401.249,True
11/1/2022 4:00:00 AM,11/1/2022 12:00:00 AM,RFC,WEST,OVEC,OVEC,41.000,True
11/1/2022 4:00:00 AM,11/1/2022 12:00:00 AM,RFC,WEST,ATSI,PAPWR,433.721,True
11/1/2022 4:00:00 AM,11/1/2022 12:00:00 AM,RFC,MIDATL,PE,PE,3096.997,True
11/1/2022 4:00:00 AM,11/1/2022 12:00:00 AM,RFC,MIDATL,PEP,PEPCO,2029.695,False
11/1/2022 4:00:00 AM,11/1/2022 12:00:00 AM,RFC,MIDATL,PL,PLCO,3499.837,False
11/1/2022 4:00:00 AM,11/1/2022 12:00:00 AM,RFC,MIDATL,PN,PN,1592.788,True
11/1/2022 4:00:00 AM,11/1/2022 12:00:00 AM,RFC,MIDATL,PS,PS,3884.894,True
11/1/2022 4:00:00 AM,11/1/2022 12:00:00 AM,RFC,MIDATL,RECO,RECO,117.132,False
11/1/2022 4:00:00 AM,11/1/2022 12:00:00 AM,RFC,MIDATL,PEP,SMECO,248.124,True
11/1/2022 4:00:00 AM,11/1/2022 12:00:00 AM,RFC,MIDATL,PL,UGI,77.309,True
11/1/2022 4:00:00 AM,11/1/2022 12:00:00 AM,RFC,MIDATL,AE,VMEU,65.001,True
11/1/2022 4:00:00 AM,11/1/2022 12:00:00 AM,RTO,RTO,RTO,RTO,68640.680,False
11/1/2022 5:00:00 AM,11/1/2022 1:00:00 AM,RFC,MIDATL,AE,AECO,752.557,False
11/1/2022 5:00:00 AM,11/1/2022 1:00:00 AM,RFC,WEST,AEP,AEPAPT,3272.314,True
11/1/2022 5:00:00 AM,11/1/2022 1:00:00 AM,RFC,WEST,AEP,AEPIMP,2490.744,True
11/1/2022 5:00:00 AM,11/1/2022 1:00:00 AM,RFC,WEST,AEP,AEPKPT,494.061,True
11/1/2022 5:00:00 AM,11/1/2022 1:00:00 AM,RFC,WEST,AEP,AEPOPT,4936.431,True
11/1/2022 5:00:00 AM,11/1/2022 1:00:00 AM,RFC,WEST,AP,AP,4303.810,True
11/1/2022 5:00:00 AM,11/1/2022 1:00:00 AM,RFC,MIDATL,BC,BC,2397.984,True
11/1/2022 5:00:00 AM,11/1/2022 1:00:00 AM,RFC,WEST,CE,CE,8149.437,True
11/1/2022 5:00:00 AM,11/1/2022 1:00:00 AM,RFC,WEST,DAY,DAY,1488.000,False
11/1/2022 5:00:00 AM,11/1/2022 1:00:00 AM,RFC,WEST,DEOK,DEOK,2107.907,True
11/1/2022 5:00:00 AM,11/1/2022 1:00:00 AM,SERC,SOUTH,DOM,DOM,9719.573,True
11/1/2022 5:00:00 AM,11/1/2022 1:00:00 AM,RFC,MIDATL,DPL,DPLCO,1386.469,False
11/1/2022 5:00:00 AM,11/1/2022 1:00:00 AM,RFC,WEST,DUQ,DUQ,1137.686,False
11/1/2022 5:00:00 AM,11/1/2022 1:00:00 AM,RFC,MIDATL,DPL,EASTON,17.434,True
11/1/2022 5:00:00 AM,11/1/2022 1:00:00 AM,SERC,WEST,EKPC,EKPC,948.314,True
11/1/2022 5:00:00 AM,11/1/2022 1:00:00 AM,RFC,MIDATL,JC,JC,1739.507,True
11/1/2022 5:00:00 AM,11/1/2022 1:00:00 AM,RFC,MIDATL,ME,ME,1338.610,True
11/1/2022 5:00:00 AM,11/1/2022 1:00:00 AM,RFC,WEST,ATSI,OE,5244.602,True
11/1/2022 5:00:00 AM,11/1/2022 1:00:00 AM,RFC,WEST,OVEC,OVEC,36.000,True
11/1/2022 5:00:00 AM,11/1/2022 1:00:00 AM,RFC,WEST,ATSI,PAPWR,460.328,True
11/1/2022 5:00:00 AM,11/1/2022 1:00:00 AM,RFC,MIDATL,PE,PE,2992.948,True
11/1/2022 5:00:00 AM,11/1/2022 1:00:00 AM,RFC,MIDATL,PEP,PEPCO,1959.615,False
11/1/2022 5:00:00 AM,11/1/2022 1:00:00 AM,RFC,MIDATL,PL,PLCO,3408.985,False
11/1/2022 5:00:00 AM,11/1/2022 1:00:00 AM,RFC,MIDATL,PN,PN,1553.597,True
11/1/2022 5:00:00 AM,11/1/2022 1:00:00 AM,RFC,MIDATL,PS,PS,3757.636,True
11/1/2022 5:00:00 AM,11/1/2022 1:00:00 AM,RFC,MIDATL,RECO,RECO,112.764,False
11/1/2022 5:00:00 AM,11/1/2022 1:00:00 AM,RFC,MIDATL,PEP,SMECO,235.237,True
11/1/2022 5:00:00 AM,11/1/2022 1:00:00 AM,RFC,MIDATL,PL,UGI,77.470,True
11/1/2022 5:00:00 AM,11/1/2022 1:00:00 AM,RFC,MIDATL,AE,VMEU,63.215,True
11/1/2022 5:00:00 AM,11/1/2022 1:00:00 AM,RTO,RTO,RTO,RTO,66583.235,False
11/1/2022 6:00:00 AM,11/1/2022 2:00:00 AM,RFC,MIDATL,AE,AECO,739.956,False
11/1/2022 6:00:00 AM,11/1/2022 2:00:00 AM,RFC,WEST,AEP,AEPAPT,3259.157,True
11/1/2022 6:00:00 AM,11/1/2022 2:00:00 AM,RFC,WEST,AEP,AEPIMP,2454.472,True
11/1/2022 6:00:00 AM,11/1/2022 2:00:00 AM,RFC,WEST,AEP,AEPKPT,484.883,True
11/1/2022 6:00:00 AM,11/1/2022 2:00:00 AM,RFC,WEST,AEP,AEPOPT,4879.251,True
11/1/2022 6:00:00 AM,11/1/2022 2:00:00 AM,RFC,WEST,AP,AP,4258.334,True
11/1/2022 6:00:00 AM,11/1/2022 2:00:00 AM,RFC,MIDATL,BC,BC,2349.744,True
11/1/2022 6:00:00 AM,11/1/2022 2:00:00 AM,RFC,WEST,CE,CE,7966.298,True
11/1/2022 6:00:00 AM,11/1/2022 2:00:00 AM,RFC,WEST,DAY,DAY,1461.000,False
11/1/2022 6:00:00 AM,11/1/2022 2:00:00 AM,RFC,WEST,DEOK,DEOK,2061.903,True
11/1/2022 6:00:00 AM,11/1/2022 2:00:00 AM,SERC,SOUTH,DOM,DOM,9612.449,True
11/1/2022 6:00:00 AM,11/1/2022 2:00:00 AM,RFC,MIDATL,DPL,DPLCO,1362.429,False
11/1/2022 6:00:00 AM,11/1/2022 2:00:00 AM,RFC,WEST,DUQ,DUQ,1126.996,False
11/1/2022 6:00:00 AM,11/1/2022 2:00:00 AM,RFC,MIDATL,DPL,EASTON,17.248,True
11/1/2022 6:00:00 AM,11/1/2022 2:00:00 AM,SERC,WEST,EKPC,EKPC,968.535,True
11/1/2022 6:00:00 AM,11/1/2022 2:00:00 AM,RFC,MIDATL,JC,JC,1701.014,True
11/1/2022 6:00:00 AM,11/1/2022 2:00:00 AM,RFC,MIDATL,ME,ME,1317.698,True
11/1/2022 6:00:00 AM,11/1/2022 2:00:00 AM,RFC,WEST,ATSI,OE,5176.443,True
11/1/2022 6:00:00 AM,11/1/2022 2:00:00 AM,RFC,WEST,OVEC,OVEC,39.000,True
11/1/2022 6:00:00 AM,11/1/2022 2:00:00 AM,RFC,WEST,ATSI,PAPWR,456.312,True
11/1/2022 6:00:00 AM,11/1/2022 2:00:00 AM,RFC,MIDATL,PE,PE,2929.080,True
11/1/2022 6:00:00 AM,11/1/2022 2:00:00 AM,RFC,MIDATL,PEP,PEPCO,1902.280,False
