datetime_beginning_utc,datetime_beginning_ept,nerc_region,mkt_region,zone,load_area,mw,is_verified
11/1/2020 4:00:00 AM,11/1/2020 12:00:00 AM,RFC,MIDATL,AE,AECO,803.827,True
11/1/2020 4:00:00 AM,11/1/2020 12:00:00 AM,RFC,WEST,AEP,AEPAPT,3769.704,True
11/1/2020 4:00:00 AM,11/1/2020 12:00:00 AM,RFC,WEST,AEP,AEPIMP,2532.641,True
11/1/2020 4:00:00 AM,11/1/2020 12:00:00 AM,RFC,WEST,AEP,AEPKPT,541.088,True
11/1/2020 4:00:00 AM,11/1/2020 12:00:00 AM,RFC,WEST,AEP,AEPOPT,4960.238,True
11/1/2020 4:00:00 AM,11/1/2020 12:00:00 AM,RFC,WEST,AP,AP,4688.789,True
11/1/2020 4:00:00 AM,11/1/2020 12:00:00 AM,RFC,MIDATL,BC,BC,2744.707,True
11/1/2020 4:00:00 AM,11/1/2020 12:00:00 AM,RFC,WEST,CE,CE,8394.513,True
11/1/2020 4:00:00 AM,11/1/2020 12:00:00 AM,RFC,WEST,DAY,DAY,1461.000,False
11/1/2020 4:00:00 AM,11/1/2020 12:00:00 AM,RFC,WEST,DEOK,DEOK,2251.000,True
11/1/2020 4:00:00 AM,11/1/2020 12:00:00 AM,SERC,SOUTH,DOM,DOM,9476.030,True
11/1/2020 4:00:00 AM,11/1/2020 12:00:00 AM,RFC,MIDATL,DPL,DPLCO,1658.637,True
11/1/2020 4:00:00 AM,11/1/2020 12:00:00 AM,RFC,WEST,DUQ,DUQ,1186.055,True
11/1/2020 4:00:00 AM,11/1/2020 12:00:00 AM,RFC,MIDATL,DPL,EASTON,23.170,True
11/1/2020 4:00:00 AM,11/1/2020 12:00:00 AM,SERC,WEST,EKPC,EKPC,1072.901,True
11/1/2020 4:00:00 AM,11/1/2020 12:00:00 AM,RFC,MIDATL,JC,JC,2008.692,True
11/1/2020 4:00:00 AM,11/1/2020 12:00:00 AM,RFC,MIDATL,ME,ME,1400.088,True
11/1/2020 4:00:00 AM,11/1/2020 12:00:00 AM,RFC,WEST,ATSI,OE,5434.285,True
11/1/2020 4:00:00 AM,11/1/2020 12:00:00 AM,RFC,WEST,OVEC,OVEC,40.000,True
11/1/2020 4:00:00 AM,11/1/2020 12:00:00 AM,RFC,WEST,ATSI,PAPWR,446.439,True
11/1/2020 4:00:00 AM,11/1/2020 12:00:00 AM,RFC,MIDATL,PE,PE,3512.025,True
11/1/2020 4:00:00 AM,11/1/2020 12:00:00 AM,RFC,MIDATL,PEP,PEPCO,2112.708,True
11/1/2020 4:00:00 AM,11/1/2020 12:00:00 AM,RFC,MIDATL,PL,PLCO,3805.782,True
11/1/2020 4:00:00 AM,11/1/2020 12:00:00 AM,RFC,MIDATL,PN,PN,1600.850,True
11/1/2020 4:00:00 AM,11/1/2020 12:00:00 AM,RFC,MIDATL,PS,PS,4069.878,True
11/1/2020 4:00:00 AM,11/1/2020 12:00:00 AM,RFC,MIDATL,RECO,RECO,124.925,False
11/1/2020 4:00:00 AM,11/1/2020 12:00:00 AM,RFC,MIDATL,PEP,SMECO,337.143,True
11/1/2020 4:00:00 AM,11/1/2020 12:00:00 AM,RFC,MIDATL,PL,UGI,111.061,True
