datetime_beginning_utc,datetime_beginning_ept,nerc_region,mkt_region,zone,load_area,mw,is_verified
11/1/2017 4:00:00 AM,11/1/2017 12:00:00 AM,RFC,MIDATL,AE,AECO,802.309,True
11/1/2017 4:00:00 AM,11/1/2017 12:00:00 AM,RFC,WEST,AEP,AEPAPT,3970.327,True
11/1/2017 4:00:00 AM,11/1/2017 12:00:00 AM,RFC,WEST,AEP,AEPIMP,2701.701,True
11/1/2017 4:00:00 AM,11/1/2017 12:00:00 AM,RFC,WEST,AEP,AEPKPT,627.999,True
11/1/2017 4:00:00 AM,11/1/2017 12:00:00 AM,RFC,WEST,AEP,AEPOPT,5893.904,True
11/1/2017 4:00:00 AM,11/1/2017 12:00:00 AM,RFC,WEST,AP,AP,4912.129,True
11/1/2017 4:00:00 AM,11/1/2017 12:00:00 AM,RFC,MIDATL,BC,BC,2673.467,True
11/1/2017 4:00:00 AM,11/1/2017 12:00:00 AM,RFC,WEST,CE,CE,9625.751,True
11/1/2017 4:00:00 AM,11/1/2017 12:00:00 AM,RFC,WEST,DAY,DAY,1860.000,False
11/1/2017 4:00:00 AM,11/1/2017 12:00:00 AM,RFC,WEST,DEOK,DEOK,2683.103,True
11/1/2017 4:00:00 AM,11/1/2017 12:00:00 AM,SERC,SOUTH,DOM,DOM,8344.905,True
11/1/2017 4:00:00 AM,11/1/2017 12:00:00 AM,RFC,MIDATL,DPL,DPLCO,1535.188,True
11/1/2017 4:00:00 AM,11/1/2017 12:00:00 AM,RFC,WEST,DUQ,DUQ,1276.085,True
11/1/2017 4:00:00 AM,11/1/2017 12:00:00 AM,RFC,MIDATL,DPL,EASTON,21.015,True
11/1/2017 4:00:00 AM,11/1/2017 12:00:00 AM,SERC,WEST,EKPC,EKPC,1275.894,True
11/1/2017 4:00:00 AM,11/1/2017 12:00:00 AM,RFC,MIDATL,JC,JC,1944.089,True
11/1/2017 4:00:00 AM,11/1/2017 12:00:00 AM,RFC,MIDATL,ME,ME,1483.880,True
11/1/2017 4:00:00 AM,11/1/2017 12:00:00 AM,RFC,WEST,ATSI,OE,6250.414,True
11/1/2017 4:00:00 AM,11/1/2017 12:00:00 AM,RFC,WEST,ATSI,PAPWR,549.145,True
11/1/2017 4:00:00 AM,11/1/2017 12:00:00 AM,RFC,MIDATL,PE,PE,3510.636,True
11/1/2017 4:00:00 AM,11/1/2017 12:00:00 AM,RFC,MIDATL,PEP,PEPCO,2166.358,True
11/1/2017 4:00:00 AM,11/1/2017 12:00:00 AM,RFC,MIDATL,PL,PLCO,3757.766,True
11/1/2017 4:00:00 AM,11/1/2017 12:00:00 AM,RFC,MIDATL,PN,PN,1833.459,True
11/1/2017 4:00:00 AM,11/1/2017 12:00:00 AM,RFC,MIDATL,PS,PS,3828.247,True
11/1/2017 4:00:00 AM,11/1/2017 12:00:00 AM,RFC,MIDATL,RECO,RECO,120.003,False
11/1/2017 4:00:00 AM,11/1/2017 12:00:00 AM,RFC,MIDATL,PEP,SMECO,288.660,True
11/1/2017 4:00:00 AM,11/1/2017 12:00:00 AM,RFC,MIDATL,PL,UGI,98.773,True
11/1/2017 4:00:00 AM,11/1/2017 12:00:00 AM,RFC,MIDATL,AE,VMEU,61.620,True
11/1/2017 4:00:00 AM,11/1/2017 12:00:00 AM,RTO,RTO,RTO,RTO,74096.827,False
11/1/2017 5:00:00 AM,11/1/2017 1:00:00 AM,RFC,MIDATL,AE,AECO,776.606,True
11/1/2017 5:00:00 AM,11/1/2017 1:00:00 AM,RFC,WEST,AEP,AEPAPT,3897.329,True
11/1/2017 5:00:00 AM,11/1/2017 1:00:00 AM,RFC,WEST,AEP,AEPIMP,2639.479,True
11/1/2017 5:00:00 AM,11/1/2017 1:00:00 AM,RFC,WEST,AEP,AEPKPT,615.399,True
11/1/2017 5:00:00 AM,11/1/2017 1:00:00 AM,RFC,WEST,AEP,AEPOPT,5718.791,True
11/1/2017 5:00:00 AM,11/1/2017 1:00:00 AM,RFC,WEST,AP,AP,4868.534,True
11/1/2017 5:00:00 AM,11/1/2017 1:00:00 AM,RFC,MIDATL,BC,BC,2604.215,True
11/1/2017 5:00:00 AM,11/1/2017 1:00:00 AM,RFC,WEST,CE,CE,9242.265,True
11/1/2017 5:00:00 AM,11/1/2017 1:00:00 AM,RFC,WEST,DAY,DAY,1787.000,False
11/1/2017 5:00:00 AM,11/1/2017 1:00:00 AM,RFC,WEST,DEOK,DEOK,2590.741,True
11/1/2017 5:00:00 AM,11/1/2017 1:00:00 AM,SERC,SOUTH,DOM,DOM,8170.832,True
11/1/2017 5:00:00 AM,11/1/2017 1:00:00 AM,RFC,MIDATL,DPL,DPLCO,1502.837,True
11/1/2017 5:00:00 AM,11/1/2017 1:00:00 AM,RFC,WEST,DUQ,DUQ,1241.548,True
11/1/2017 5:00:00 AM,11/1/2017 1:00:00 AM,RFC,MIDATL,DPL,EASTON,20.528,True
11/1/2017 5:00:00 AM,11/1/2017 1:00:00 AM,SERC,WEST,EKPC,EKPC,1233.424,True
11/1/2017 5:00:00 AM,11/1/2017 1:00:00 AM,RFC,MIDATL,JC,JC,1884.894,True
11/1/2017 5:00:00 AM,11/1/2017 1:00:00 AM,RFC,MIDATL,ME,ME,1447.357,True
11/1/2017 5:00:00 AM,11/1/2017 1:00:00 AM,RFC,WEST,ATSI,OE,6105.002,True
11/1/2017 5:00:00 AM,11/1/2017 1:00:00 AM,RFC,WEST,ATSI,PAPWR,528.368,True
11/1/2017 5:00:00 AM,11/1/2017 1:00:00 AM,RFC,MIDATL,PE,PE,3388.795,True
11/1/2017 5:00:00 AM,11/1/2017 1:00:00 AM,RFC,MIDATL,PEP,PEPCO,2110.750,True
11/1/2017 5:00:00 AM,11/1/2017 1:00:00 AM,RFC,MIDATL,PL,PLCO,3655.058,True
11/1/2017 5:00:00 AM,11/1/2017 1:00:00 AM,RFC,MIDATL,PN,PN,1780.241,True
11/1/2017 5:00:00 AM,11/1/2017 1:00:00 AM,RFC,MIDATL,PS,PS,3697.605,True
11/1/2017 5:00:00 AM,11/1/2017 1:00:00 AM,RFC,MIDATL,RECO,RECO,115.520,False
